irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ColPhysicalDescription|NarNarrative|GeoName|MinHeyNumber|MinChemClass|PetAssociated|GeoAge|GeoRock|ColSum|ColCollectionDates|LocalSum|LocalPrecise|SpeForm|DimHeight|DimLength|DimWidth|DimDepth|DimLengthUnit|PhyColour|ConHazard|MulDescription|NumMulFiles
116109|NEWHM : 2000.H802|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Specimen of a pseudofossil, Cannonball Limestone, Concretionary Limestone, collected from the Concretionary Limestone of Late Permian, Zechstein (Durham Province), EZ2 age from Fulwell Quarry (?), Sunderland, Tyne and Wear (NE England).|This is a piece of the famous Cannonball limestone that is only found in the Sunderland area. It is not a fossil, although it does look a bit like a piece of fossilised coral. No one knows for sure exactly how the Cannonball Limestone formed, or why it is only found near Sunderland.|Cannonball Limestone||||Permian (Late) & Zechstein (Durham Province) / 248 - 256 my|Concretionary Limestone|||UK, England, Tyne and Wear (NE England), Sunderland|Fulwell Quarry (?)||||||||||1
116110|NEWHM : 2002.H4141|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Sedimentary rock||Limestone (Frosterley Marble)|||||||||||||||||||1
116111|NEWHM : 2004.H86|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)|Cannonball Limestone|Specimen of a pseudofossil, collected from the Concretionary Limestone of Late Permian, Zechstein (Durham Province), EZ2 age from Sunderland (?), Tyne and Wear (NE England).|Concretionary Limestone is the name given to the rock in which cannonball limestone is found. Cannonball limestone is unique to the Sunderland area. Groups of spheres looking like masses of peas, or, more commonly, like table tennis balls, are the most well known types of cannonball limestone. This specimen is a single sphere, with a flattened base.|||||Permian (Late) & Zechstein (Durham Province) / 248 - 256 my|Concretionary Limestone|||UK, England, Tyne and Wear (NE England), Sunderland (?)|||||||||||1
116113|NEWHM : 2004.H88|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)|Cannonball Limestone|Specimen of a pseudofossil, Concretionary Limestone, collected from the Concretionary Limestone of Late Permian, Zechstein (Durham Province), EZ2 age.|The fan-like shapes that you can see in this piece of rock are unusual, and it is easy to think that they are fossils. Instead, this rock is a piece of cannonball limestone, which occurs in many strange shapes. Pieces of rock quite often have unusual shapes, or patterns on them, which look like whole or parts of fossils.|||||Permian (Late) & Zechstein (Durham Province) / 248 - 256 my|Concretionary Limestone||||||||||||||1
116114|NEWHM : 2004.H89|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Specimen of a pseudofossil, Concretionary Limestone collected from the Concretionary Limestone of Late Permian, Zechstein (Durham Province), EZ2 age from Sunderland (?), Tyne and Wear (NE England).|This is a piece of Concretionary Limestone, the rock in which the well-known cannonball limestone occurs. It is unique to the Sunderland area. Although this rock is shaped like a piece of fossilised wood, it is actually just a rock with an unusual shape. Many rocks like these are often mistaken for fossils.|||||Permian (Late) & Zechstein (Durham Province) / 248 - 256 my|Concretionary Limestone|||UK, England, Tyne and Wear (NE England), Sunderland (?)|||||||||||1
116115|NEWHM : 2004.H97|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Flint, specimen of a pseudofossil, collected from the Chalk Formation (?) of Late (?) Cretaceous age.|This is a flint nodule (nodules often look like hard, rounded pebbles), broken open, showing concentic banding (like the layers of an onion). This specimen is described as a toadstone, because the nodule on the right looks a bit like the face of a toad. The face-like markings on the surface of the nodule are caused by the uneven weathering (the wearing away) of the bands in the nodule.|||||Cretaceous (Late ?) / 65 - 98 my|Chalk Formation (?)||||||||||||||2
116117|NEWHM : 2004.H106|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Specimen of a fossil flint (nodule), collected from the Chalk Formation of Late Cretaceous age.|Pieces of flint come in all sorts of strange shapes. Sometimes, they are long and thin, and can look like bones or teeth. They are often mistaken for parts of skeletons. Flint fossils are quite common, but not in the north east of England, as the rocks here are older than the Chalk in which flint is found. Common flint fossils include sea urchins and sponges. Sometimes these flit nodules can be found on the beaches in the North East. This is because they were brought here in ships which used rocks from the South as ballast (in order to keep the ship sitting correctly in the water). These rocks were then later dumped when the ship took on its true cargo (usually coal).|||||Cretaceous (Late) / 65 - 98 my|Chalk Formation||||||||||||||1
116118|NEWHM : 2004.H112|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)|Cannonball Limestone|Specimen of a pseudofossil, Cannonball Limestone, collected from the Concretionary Limestone of Late Permian, Zechstein (Durham Province), EZ2 age from Fulwell Quarry (?), Sunderland (?), Tyne and Wear (NE England).|This rock probably came from the Sunderland area, the only known locality for cannonball limestone. It is approximately 250 million years old, but, unfortunately, no one knows exactly how it formed. The name, cannonball limestone, describes the spherical shapes that this rock often shows, but it sometimes forms masses that look like plants or coral and other strange shapes. They are often mistaken for fossils.|Concretionary Limestone||||Permian (Late) & Zechstein (Durham Province) / 248 - 256 my|Concretionary Limestone|||UK, England, Tyne and Wear (NE England), Sunderland (?)|Fulwell Quarry (?)||||||||||1
116119|NEWHM : 2004.H113|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)|Limestone|Limestone pebble, collected from unspecified rocks of Carboniferous age from Longhoughton (foreshore), Northumberland (NE England). Collected by M.S. Humphrey, June 2004.|This black limestone pebble contains the fossilised remains of crinoids (sea lilies) and brachiopods (lampshells). These are the white markings on the surface of the pebble. This pebble has become smooth as it has rolled among other pebbles on the beach, by the action of the sea. The fossils in the pebble have been worn away, so their shapes can be misleading. Sometimes the crinoids can look like 'the mint with the hole', or rows of teeth. Fossilised shells sometimes look like figure '6's or '9's. The part seen at the surface of the rock depends on what angle you are looking at the fossil.|||||Carboniferous / 290 - 362 my||Humphrey, Ms Mary Sylvia - Great North Museum: Hancock|2004-06-|UK, England, Northumberland (NE England), Longhoughton (foreshore)|||||||||||2
116120|NEWHM : 2004.H207|Natural Sciences|Earth Sciences|Petrology|4|rock (igneous)||Specimen of a volcanic rock, abundant volcanic hailstones (accretionary lapilli, pyroclastic rock) in tuff. The 'hailstones' formed like present day hailstones in convection currents and collected fine volcanic dust within large ash clouds that accompanied volcanic eruptions. Collected from the Glaramara Tuff, Seathwaite Fell Formation, Borrowdale Volcanic Group of Ordovician, Middle Caradoc age from Kentmere Quarry, Kentmere, Cumbria (NW England). Collected by Eric Johnson, 1999.|The small circular shapes on the surface of this piece of rock were made by hailstones that formed during a volcanic eruption, approximately 450 million years ago. We can see where the hailstones fell on this rock, because they were coated with dust from the volcano. It is this dust that has made the pale round marks. Therefore, in a way, these are fossil hailstones!|Tuff||||Ordovician & Caradoc (Middle) / 449 - 452 my|Glaramara Tuff & Seathwaite Fell Formation|Johnson, Eric|1999|UK, England, Cumbria (NW England), Kentmere|Kentmere Quarry||||||||||1
116544|NEWHM : 2005.H2314|Natural Sciences|Earth Sciences|Petrology|1|rock (igneous)|Imperial Porphyry|Imperial Porphyry||Porphyry||||||||Egypt, Mons Porphyrites (?)|||||||||||1
116600|NEWHM : GR00.27|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Sedimentary rock||Sandstone & Ganister||||Carboniferous & Namurian & E1|Firestone Sill (top of)|Tynan, A.||UK, England, Co. Durham (NE England), Weardale, Rookhope Head|||||||||||1
116799|NEWHM : GR02.31|Natural Sciences|Earth Sciences|Petrology|1|rock (metamorphic)||Metamorphic rock||Basement Schist||||||Temperley, Dr Bernard||Southern Zimbabwe|Gold Mine||||||||||1
116808|NEWHM : GR02.40|Natural Sciences|Earth Sciences|Petrology|1|rock (metamorphic)||Metamorphic rock||Talc Schist||||||Temperley, Dr Bernard||Africa, Zimbabwe|Gold Mine||||||||||1
116885|NEWHM : GR03.17|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Specimen of fossil algae, Cotham or Landscape Marble, collected from the Cotham Beds of Late Triassic, Late Rhaetic age from Cotham, Bristol, Avon (SW England). Collected by Lockhart.|This is a polished slab of the well known Cotham Marble, a unique decorative building stone which comes from the Bristol area. It is a stromatolitic limestone (stromatolites are algae, which are simple aquatic plants), of Rhaetic age, approximately 200 million years old. The tree like patterns are formed by the algae in the limestone.|||||Triassic (Late) & Rhaetic (Late) / 200 - 210 my|Cotham Beds|Lockhart||UK, England, Avon (SW England), Bristol, Cotham|||||||||||1
116972|NEWHM : GR04.03|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Spirifer triognalis in blue grey shale.||Shale||||Carboniferous & Namurian|Great Limestone intruded by Whin Sill|Ibbotson, P. D.||Wards Hill Quarry|||||||||||3
117062|NEWHM : GR04.88|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Chert puddingtone.||Conglomerate||||Cretaceous||Hutton, W.||UK, England, Hertfordshire (SE England)|||||||||||5
117068|NEWHM : GR04.94|Natural Sciences|Earth Sciences|Petrology|2|rock (sedimentary)||Sedimentary rock||Conglomerate||||||Charlton||Gibraltar|||||||||||1
117159|NEWHM : GR05.83|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Bedding planes marked by mica in sandstone.||Sandstone||||Carboniferous & Westphalian||||unknown|||||||||||4
117233|NEWHM : GR06.55|Natural Sciences|Earth Sciences|Petrology|11|rock (sedimentary)||Specimen of a pseudofossil, Cone-In-Cone structure, collected from unspecified rocks, locality unknown.|This is not a fossil. Cone-in-cone structure is quite common in the coal measures of North east England, and good examples have been found near St. Mary's Island, Whitley Bay. Cone-in-cone forms within layers of soft rock like shale and mudstone which contain calcium carbonate (calcite). It sometimes looks like a range of steep sided mountains in miniature. These structures are formed through pressure.|||||Carboniferous (?) / 290 - 362 my|||||||||||||||3
117242|NEWHM : GR06.64|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Concretions.||Limestone||||Permian (late)|Magnesian Limestone|||unknown|||||||||||1
117279|NEWHM : GR07.01|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Concretionary Limestone||Limestone||||Jurassic (?) & Permian (?)||||unknown|||||||||||1
117284|NEWHM : GR07.06|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Sedimentary rock||Hollow Calcareous Concretion||||||||unknown|||||||||||1
117291|NEWHM : GR07.13|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Sedimentary rock||Concretionary Limestone||||Permian (Late) & Zechstein (Durham Province)|Concretionary Limestone|||unknown|||||||||||1
117330|NEWHM : GR07.52|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Sedimentary rock||Red Oolite||||||Blain, R.||unknown|||||||||||10
117616|NEWHM : GR10.33|Natural Sciences|Earth Sciences|Petrology|1|rock (igneous)||Igneous rock||Porphyry||||||||Assynt (?)|||||||||||1
117685|NEWHM : GR11.00|Natural Sciences|Earth Sciences|Petrology|1|rock (igneous)||Imperial Porphyry||Porphyry||||||||Egypt, Mons Porphyrites(?)|||||||||||1
117749|NEWHM : GR11.64|Natural Sciences|Earth Sciences|Petrology|1|rock (igneous)||Igneous rock||Cheviot Andesite||||||Caygill, James||UK, England, Co. Durham (NE England), Consett (boulder clay near)|||||||||||1
117877|NEWHM : GR12.92|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Small ornamented vase.||Limestone (?)||||||Hutton, W.||unknown|||||||||||1
117958|NEWHM : GR13.72|Natural Sciences|Earth Sciences|Petrology|1|rock (metamorphic)||Metamorphic rock||White Marble||||||||unknown|||||||||||1
117964|NEWHM : GR13.78|Natural Sciences|Earth Sciences|Petrology|1|rock (metamorphic)||26 Italian marbles.||Marble||||||||unknown|||||||||||1
118129|NEWHM : GR15.43|Natural Sciences|Earth Sciences|Petrology|1|rock (igneous)||Igneous rock||Andesitic Tuff||||||||unknown|||||||||||1
118189|NEWHM : GR16.03|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)||Sedimentary rock||Cone in cone in Coal||||Carboniferous|Coal Measures Group|||unknown|||||||||||1
118637|NEWHM : GR20.44|Natural Sciences|Earth Sciences|Petrology|1|rock (igneous)||Igneous rock||Snowflake Obsidian||||||Turner, S.||unknown|||||||||||1
118809|NEWHM : GR22.14|Natural Sciences|Earth Sciences|Petrology|1|rock (igneous)||Igneous rock||Basalt||||||||Giant's Causeway|||||||||||8
118828|NEWHM : GR22.33|Natural Sciences|Earth Sciences|Petrology|1|rock (metamorphic)||Metamorphic rock||Slate||||||||UK, Scotland, Skye|||||||||||1
118829|NEWHM : GR22.34|Natural Sciences|Earth Sciences|Petrology|1|rock (metamorphic)||Metamorphic rock||Slate or Schist||||||||UK, Scotland, Grampians|||||||||||1
118830|NEWHM : GR22.35|Natural Sciences|Earth Sciences|Petrology|1|rock (metamorphic)||Metamorphic rock with mica and garnets||Slate|||Mica|||||unknown|||||||||||1
118831|NEWHM : GR22.36|Natural Sciences|Earth Sciences|Petrology|1|rock (metamorphic)||Metamorphic rock||Talc Slate||||||||UK, Scotland, Portsoy|||||||||||1
118832|NEWHM : GR22.37|Natural Sciences|Earth Sciences|Petrology|1|rock (metamorphic)||Metamorphic rock||Phyllite (?)||||||||unknown|||||||||||1
118833|NEWHM : GR22.38|Natural Sciences|Earth Sciences|Petrology|1|rock (metamorphic)||Metamorphic rock||Schist||||||||unknown|||||||||||1
118834|NEWHM : GR22.39|Natural Sciences|Earth Sciences|Petrology|1|rock (metamorphic)||Metamorphic rock||Schist||||||G.W.T.|1934-06-|UK, Scotland, Ben Lawers|||||||||||1
118835|NEWHM : GR22.40|Natural Sciences|Earth Sciences|Petrology|1|rock (metamorphic)||Metamorphic rock||Schist||||Precambrian||||UK, England, Shropshire, The Wrekin, Primrose Hill|||||||||||1
118876|NEWHM : GR22.81|Natural Sciences|Earth Sciences|Petrology|1|glass (industrial)||Industrial glass collected by Mrs E.M. Whiting on a building site, Near Seaton Deleval,  Northumberland (NE England)||Glass||||||Whiting, Mrs E. M.||UK, England, Northumberland (NE England), Seaton Delaval (nr.)|Building Site||||||||||5
116124|NEWHM : 2004.H1933|Natural Sciences|Earth Sciences|Petrology|1|rock (sedimentary)|Cannonball Limestone|Sedimentary rock||Concretionary Limestone||||Permian (Late) & Zechstein (Durham Province)|Concretionary Limestone & Magnesian Limestone (Upper)|||UK, England, Tyne and Wear (NE England)|||||||||||5
