irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ColPhysicalDescription|NarNarrative|ComName_tab|SciName|ColSum|ColCollectionDates|LocalSum|SpePreparation|DimHeight|DimDiameter|DimLengthUnit|ParentSum|MulDescription|NumMulFiles
151717|NEWHM : HX2504|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|Long, A. G.|1953-06-|UK, England, Northumberland (NE England), Cheviot|||||||1
151718|NEWHM : HX2505|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|Long, D. G.|23/05/1977|Northumberland (NE England), Lewis Burn, Berry Cleugh, In Gully|||||||1
159854|NEWHM : HX10679|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.|This is a tall, upright flowering plant is a member of the Borage family that grows on well drained sandy or calcareous soils in sunny areas. It produces dense stalks of bright blue flowers. It is naturally occurring on dry grassland, often near the coast. However, it is an opportunistic species and is also found on bare slopes or recently disturbed ground such as building sites.|Viper's Bugloss|Echium vulgare : Boraginaceae : : :|||UK, Scotland, Borders Region, Yetholm|||||||1
161604|NEWHM : HX12429|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.|This small plant is found in damp, marshy places. It often grows on very nutrient poor soils, such as bogs in upland areas. It supplements its supply of nutrients by catching insects. The rosette of small yellowish leaves at the base of the plant are covered with sticky glands that trap and digest small beetles and flies. It produces a single purple flower that grows on a long stem at the centre of the rosette of leaves.|Common Butterwort|Lentibulariaceae & Pinguicula vulgaris : : : :||||||||||1
164572|NEWHM : HX15397|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.|This species occurs throughout Europe and Asia. It forms dense prickly clumps of sharply pointed leaves that grow up to about a metre high. It produces small tufts of brown flowers that grow sideways out from the stem. The seeds germinate in damp conditions on a wide variety of soils, frequently alongside ponds and rivers. However, the plant does not require wet soil once it is established.|Sharp Rush| Juncus acutus : Juncaceae : Poales : :||1854-07-21|UK, England, Devon, Bideford, Braunton Burrows|||||||1
164661|NEWHM : HX15486|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.|This is a very hardy species that is found in alpine meadows throughout the northern temperate and arctic regions. It grows on wet sites in shallow soils as well as sand and gravel, and will tolerate temporary flooding. It occurs up to the snowline in the Rocky Mountains of North America, and can withstand ice and severe frosts. It is not normally a dominant species, and is most often found growing in association with other rushes, sedges and herbaceous species.|Three Flowered Rush| Juncus triglumis : Juncaceae : Poales : :||1832-07-14|UK, Scotland, Tayside (Scotland), Forfar, Clova, Glen Dole|||||||1
165381|NEWHM : HX16206|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.|This species is a generalist, and is common throughout the northern hemisphere. It grows in a wide variety of conditions, including coastal marshes and estuaries, beaches, moorland, around freshwater lakes and ponds and arctic tundra. It has been recorded from sea level up to about 2000 ft. It often forms dense mats in wet or flooded areas.|Curved Sedge|Carex maritima (gunnerus) : Cyperaceae : Poales : :|||UK, Scotland, Tayside (Scotland), Sands of Barrie|remounted||||||3
165596|NEWHM : HX16421|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.|A common and widespread sedge that is found in wet environments such as upland moorland, marshes and coastal areas. It is easily recognised by its fruit, which are shiny and dark brown, and are said to resemble several fleas attached to the stem.|Flea Sedge|Carex pulicaris (l.) : Cyperaceae : Poales : :||1851-06-03|UK, England, Cumbria, The Gelt (near), Gelt House Farm|remounted||||||1
168892|NEWHM : HX19717|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.|This tall reedy plant is found in marshy places all over the world. It is a rapid coloniser of exposed wet soil and shallow water, and will tolerate a broad range of environmental conditions. Common habitats include wet meadows, marshes, fens, pond and lake margins and coastal estuaries. It is an important source of food and habitat for many animals. It has also been used by humans to produce a wide range of materials including baskets, roofing material and paper.|Bulrush|Plantae & Magnoliaphyta & Lilopsida & Typhales & Typhaceae & Typha : : : :|Temperley, N.|15/09/1918|UK, England, North Yorkshire (NE England), Scarbrough Mere|||||||1
169591|NEWHM : HX20416|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|Temperley, G. W.|29/06/1935|UK, England, Northumberland (NE England), Crag Lough|||||||1
172744|NEWHM : HX23570|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|Wigham, Miss Eliza||UK, Scotland, Highland (Scotland)|||||||1
173391|NEWHM : HX24217|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.|This species is native to Europe and Asia. It grows on damp, acid soils, and can normally be found in swampy woodland and moorland areas. The leaves are very stiff and sharply pointed at the tip, and grow upright to a height of about a metre. It produces small clusters of brown flowers in the summer months.|Sharp Flowered Rush| Juncus acutiflorus ehrh. ex hoffm. : Juncaceae : Poales : :|White, James Walter|1910-06-|UK, England, Avon, Churchill (nr.)|||||||1
173496|NEWHM : HX24322|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|Tynan, A. M.|1980-06-|UK, Scotland, Highland (Scotland), Clashnessie, Loch An Easain (nr.)|||||||1
174745|NEWHM : HX25574|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.|This species is common in the northern temperate zone in Europe, Asia and North America. It is found throughout the British Isles. It grows in wet environments with peaty soils, such as bogs and moorland areas. It is easily identified by its fruit, which are arranged in star-like brown clusters, giving the plant its common name.|Star Sedge|Carex echinata (murr.) : Cyperaceae : Poales : :|Hird, L. P.|27/06/1953|UK, England, Northumberland (NE England), Muckle Moss|||||||1
174927|NEWHM : HX25756|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|Holmes, R.|31/08/1956|Shlehallon, Moorland|||||||1
175389|NEWHM : HX26219|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Keeled Garlic|Amaryllidaceae & Allium carinatum : : : :|Tynan, A. M.|14/08/1986|UK, England, Tyne and Wear (NE England), Clara Vale|||||||1
175391|NEWHM : HX26221|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.|This species is found in the temperate and arctic regions of North America, Europe and Asia. It is restricted to wet, mossy peatland in mountainous areas. It grows up to 30 cm high, and spreads via an extensive network of long, creeping shoots.|String Sedge|Carex chordorrhiza : Cyperaceae : Poales : :|Cook, R.|23/06/1989|UK, Scotland, Sutherland, Altnaharra|||||||1
175530|NEWHM : HX26361|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.|This sedge species is native to marshes, fens and seasonally inundated grassland. Although it is relatively uncommon in Britain it can be very abundant in the locations where it grows. It can be found in temperate areas throughout Europe and Asia, on a variety of different soils.|Blunt-flowered Rush| Juncus subnodulosus schrank : Juncaceae : Poales : :|Fidler, J. H.|25/07/1967|UK, England, Cambridgeshire., Wicken Fen|||||||1
175543|NEWHM : HX26374|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.|This grass-like plant is native to temperate regions of Europe and Asia and has been introduced to North America. It has long, upright leaves and stems and grows in small clusters in wet places. It is semi-aquatic, and will grow in several centimetres of water. It is very similar to several other species, and can only be identified by the structure of its tiny flowers, which have just three petals.|Bulbous Rush| Juncus bulbosus : Juncaceae : Poales : :|Fidler, J. H.|13/06/1971|Wester Ross, Shieldaig, Airde|||||||1
