irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ColPhysicalDescription|NarNarrative|ComName_tab|SciName|ColSum|ColCollectionDates|LocalSum|SpePreparation|DimHeight|DimDiameter|DimLengthUnit|ParentSum|MulDescription|NumMulFiles
202934|NEWHM : 2009.H619|Natural Sciences|Botany|Land Plants|2|unidentified spirit specimen||Sucom cilicitum preserved in spirit.|||sucom cilicitum : : : :||||preservation||||||1
202935|NEWHM : 2009.H620|Natural Sciences|Botany|Land Plants|1|plant||Unidentifed plant preserved in spirit.||Unidentified species| : : : :||||preservation||||||1
202936|NEWHM : 2009.H621|Natural Sciences|Botany|Land Plants|1|unidentified spirit specimen||Hydrallmania falcata preserved in spirit.|||hydrallmania falcata : : : :||||preservation||||||1
202939|NEWHM : 2009.H624|Natural Sciences|Botany|Land Plants|1|unidentified spirit specimen||Diphasia fallax preserved in spirit.|||diphasia fallax : : : :||||preservation||||||1
202945|NEWHM : 2009.H630|Natural Sciences|Botany|Land Plants|1|unidentified spirit specimen||Nicella reticulata preserved in spirit.|||nicella reticulata : : : :||||preservation||||||1
202950|NEWHM : 2009.H635|Natural Sciences|Botany|Land Plants|1|plant||Puccinia menthae (fungal plant pathogen that causes rust on mint plants) preserved in spirit.||Mint|puccinia menthe : : : :||||preservation||||||1
202953|NEWHM : 2009.H638|Natural Sciences|Botany|Land Plants|1|spirit specimen|potato mosaic|Potato mosaic (virus) preserved in spirit.||Unidentified species| : : : :||||preservation||||||1
202962|NEWHM : 2009.H647|Natural Sciences|Botany|Land Plants|1|unidentified spirit specimen||Unidentified preserved in spirit.||Unidentified species| : : : :||||preservation||||||1
202963|NEWHM : 2009.H648|Natural Sciences|Botany|Land Plants|1|plant||Snow mould of barley preserved in spirit.||Snow Mould (of barley)| : : : :||||preservation||||||1
202965|NEWHM : 2009.H650|Natural Sciences|Botany|Land Plants|1|plant||Unidentified plant preserved in spirit.||Unidentified species| : : : :||||preservation||||||1
202966|NEWHM : 2009.H651|Natural Sciences|Botany|Land Plants|1|plant, disease|plant disease|Systopus candidus preserved in spirit.|||systopus candidus : : : :||||preservation||||||1
202967|NEWHM : 2009.H652|Natural Sciences|Botany|Land Plants|3|spirit specimen|vegetable|Corticum solani preserved in spirit.|||corticum solani : : : :||||preservation||||||1
202968|NEWHM : 2009.H653|Natural Sciences|Botany|Land Plants|2|spirit specimen|vegetable|White rot of onions preserved in spirit.||Onion| : : : :||||preservation||||||1
202969|NEWHM : 2009.H654|Natural Sciences|Botany|Land Plants|2|spirit specimen|vegetable|Pod and leaf spot of dwarf french bean, preserved in spirit.||Dwarf French Bean| : : : :||||preservation||||||1
202970|NEWHM : 2009.H655|Natural Sciences|Botany|Land Plants|2|spirit specimen|vegetable|Tomato streak caused by a strain of tobacco mosaic virus, preserved in spirit (label on jar spelt 'mosiac').||Tomato| : : : :||||preservation||||||1
202971|NEWHM : 2009.H656|Natural Sciences|Botany|Land Plants||plant||Tomato spotted wilt virus on dahlia, preserved in spirit.||Dahlia| : : : :||||preservation||||||1
202972|NEWHM : 2009.H657|Natural Sciences|Botany|Land Plants|2|spirit specimen|vegetable|Mouldy nose of onion preserved in spirit.||Onion| : : : :||||preservation||||||1
202973|NEWHM : 2009.H658|Natural Sciences|Botany|Land Plants|2|spirit specimen|vegetable|Blight of leek preserved in spirit.||Leek| : : : :||||preservation||||||1
202974|NEWHM : 2009.H659|Natural Sciences|Botany|Land Plants|2|unidentified spirit specimen||Ascochyta fabae preserved in spirit.|||ascochyta fabae : : : :||||preservation||||||1
202975|NEWHM : 2009.H660|Natural Sciences|Botany|Land Plants|1|unidentified spirit specimen||Phytophthora preserved in spirit.|||phytophthora : : : :||||preservation||||||1
202976|NEWHM : 2009.H661|Natural Sciences|Botany|Land Plants|1|unidentified spirit specimen||Spongospora subterranea preserved in spirit.|||spongospora subterranea : : : :||||preservation||||||1
202977|NEWHM : 2009.H662|Natural Sciences|Botany|Land Plants|1|unidentified spirit specimen||Unidentified plant(?) preserved in spirit.||Unidentified species| : : : :||||preservation||||||1
202978|NEWHM : 2009.H663|Natural Sciences|Botany|Land Plants|1|unidentified spirit specimen||Thielaviopsis basicola (plant pathogen) preserved in spirit.|||thielaviopsis basicola : : : :||||preservation||||||1
203035|NEWHM : 2009.H720|Natural Sciences|Botany|Land Plants|1|spirit specimen|vegetable|Ring spot on cabbage preserved in spirit.||Cabbage|Plantae : : : :||||preservation||||||1
203057|NEWHM : 2009.H742|Natural Sciences|Botany|Land Plants|1|spirit specimen|vegetable|Crown gall on sugar beet preserved in spirit.||Sugar Beet|agrobacterium tumefaciens : : : :||||preservation||||||1
203101|NEWHM : 2009.H786|Natural Sciences|Botany|Land Plants|2|unidentified spirit specimen||Thecocarpus myriophyllum preserved in spirit.|||thecocarpus myriophyllum : : : :||||preservation||||||1
203130|NEWHM : 2009.H815|Natural Sciences|Botany|Land Plants|1|unidentified spirit specimen||Diphasia on kelp preserved in spirit.||Kelp| : : : :||||preservation||||||1
203131|NEWHM : 2009.H816|Natural Sciences|Botany|Land Plants|1|plant||Unidentified plant preserved in spirit.|||||||preservation||||||1
203148|NEWHM : 2009.H833|Natural Sciences|Botany|Marine Algae|1|spirit specimen||Unidentified seaweed preserved in spirit.||Seaweed| : : : :||||preservation||||||1
203169|NEWHM : 2009.H854|Natural Sciences|Botany|Land Plants|1|unidentified spirit specimen||Piece of laminania in spirit.||Kelp (?)|laminania (piece of) : : : :||||preservation||||||1
203372|NEWHM : 2009.H1057|Natural Sciences|Botany|Land Plants|2|plant||Spurblight and brown rot of stone fruits preserved in spirit.||Spur Blight|spurblight and brown rot of stone fruits : : : :||||preservation||||||1
203375|NEWHM : 2009.H1060|Natural Sciences|Botany|Land Plants||plant||Cane blight of raspberry preserved in spirit.||Raspberry| : : : :||||preservation||||||1
203387|NEWHM : 2009.H1072|Natural Sciences|Botany|Land Plants|1|plant||Unidentified plant preserved in spirit.|||||||preservation||||||1
203399|NEWHM : 2009.H1084|Natural Sciences|Botany|Land Plants||plant||Unidentified plants and sees preserved in spirit.|||||||preservation||||||1
203500|NEWHM : 2009.H1186|Natural Sciences|Botany|Land Plants||spirit specimen|nut|Hazlenuts preserved in spirit.||Hazlenuts| : : : :||||preservation||||||1
203539|NEWHM : 2009.H1225|Natural Sciences|Botany|Land Plants|1|plant||Unid plant preserved in spirit.|||||||preservation||||||1
203540|NEWHM : 2009.H1226|Natural Sciences|Botany|Land Plants|2|spirit specimen|crop|Potato x2 preserved in spirit.||Potato| : : : :||||preservation||||||1
203708|NEWHM : 2009.H1394|Natural Sciences|Botany|Land Plants|1|spirit specimen|fruit|Unidentified fruit, preserved in spirit.|||||||preservation||||||1
203851|NEWHM : 2009.H1537|Natural Sciences|Botany|Land Plants|1|plant||Unidentified plant preserved in spirit.||Unidentified species| : : : :||||preservation||||||1
203873|NEWHM : 2009.H1559|Natural Sciences|Botany|Land Plants|1|spirit specimen|crop|Leaf stripe of tomato caused by a strain of tobacco mosaic virus preserved in spirit.||Tomato, tobacco mosaic virus| : : : :||||preservation||||||1
203874|NEWHM : 2009.H1560|Natural Sciences|Botany|Land Plants|1|spirit specimen|crop|Leaf curl of peach preserved in spirit.||Peach|taphrina deformans : : : :||||preservation||||||1
203875|NEWHM : 2009.H1561|Natural Sciences|Botany|Land Plants|1|spirit specimen|crop|Potato frost injury preserved in spirit.||Potato| : : : :||||preservation||||||1
203878|NEWHM : 2009.H1564|Natural Sciences|Botany|Land Plants|1|spirit specimen|grass|Leafspot cocksfoot preserved in spirit.||Cocksfoot| : : : :||||preservation||||||1
203903|NEWHM : 2009.H1589|Natural Sciences|Botany|Land Plants|1|spirit specimen|crop|Stem rot of tomatoes preserved in spirit.||Tomato| : : : :||||preservation||||||1
203904|NEWHM : 2009.H1590|Natural Sciences|Botany|Land Plants|7|plant||Unidentified plant preserved in spirit.||Unidentified species| : : : :||||preservation||||||1
203905|NEWHM : 2009.H1591|Natural Sciences|Botany|Marine Algae|1|plant||Seaweed preserved in spirit.||Seaweed| : : : :||||preservation||||||1
203928|NEWHM : 2009.H1614|Natural Sciences|Botany|Land Plants|1|plant||False club root of brassicas preserved in spirit.||Brassica| : : : :||||preservation||||||1
203970|NEWHM : 2009.H1656|Natural Sciences|Botany|Land Plants|1|plant||Unidentified plantpreserved in spirit.|||||||preservation||||||1
204211|NEWHM : 2009.H1897|Natural Sciences|Botany|Land Plants|1|plant||Plant preserved in spirit.|||||||preservation||||||1
204213|NEWHM : 2009.H1899|Natural Sciences|Botany|Land Plants|1|spirit specimen||Plant preserved in spirit.||Plant| : : : :||||preservation||||||1
204493|NEWHM : 2009.H2178|Natural Sciences|Botany|Lichens|1|unidentified spirit specimen||Lichenopara verrucaria preserved in spirit.|||lichenopara verrucaria : : : :||||preservation||||||1
204501|NEWHM : 2009.H2186|Natural Sciences|Botany|Lichens|1|unidentified spirit specimen||Lichenopora verucaria preserved in spirit.||Unidentified|lichenopora verucaria : : : :||||preservation||||||1
204768|NEWHM : 2009.H2452|Natural Sciences|Botany|Land Plants|1|plant||Unidentified plant preserved in spirit.|||||||preservation||||||1
204831|NEWHM : 2009.H2515|Natural Sciences|Botany|Marine Algae|1|unidentified spirit specimen||Unidentified plant or seaweed preserved in spirit.|||||||preservation||||||1
212432|NEWHM : 05251|Natural Sciences|Botany|Land Plants|1|plant|Kidney-Leaved Saxifrage.|Plant called Kidney-Leaved Saxifrage.||Kidney-leaved Saxifrage| : : : :|Boue||Europe, Switzerland|preservation ||||||1
213355|NEWHM : 06174|Natural Sciences|Botany|Land Plants|2|plant|Musk Herminium.|Plant called Musk Herminium.||Musk Herminium| : : : :|Bowman, R. B.||Europe, Norway, Elstadt|preservation ||||||1
213358|NEWHM : 06177|Natural Sciences|Botany|Land Plants|2|plant|Musk Herminium.|Plant called Musk Herminium.||Musk Herminium| : : : :|Bowman, R. B.||Europe, Norway, Tofte|preservation ||||||1
213360|NEWHM : 06179|Natural Sciences|Botany|Land Plants|2|plant|Ophrys.|Plant called Ophrys.||Ophrys| : : : :|Schleicher||Europe, Switzerland|preservation ||||||1
213365|NEWHM : 06184|Natural Sciences|Botany|Land Plants|1|plant|Ophrys.|Plant called Ophrys.||Ophrys| : : : :|Boue||Europe, Switzerland|preservation ||||||1
213367|NEWHM : 06186|Natural Sciences|Botany|Land Plants|3|plant|Spider Ophrys.|Plant called Spider Ophrys.||Spider Ophrys| : : : :|Brown, P. J.|1835-04-|Switzerland, Thun|preservation ||||||1
213718|NEWHM : 06537|Natural Sciences|Botany|Land Plants|4|plant|Loose-Flowered Carex.|Plant called Loose-Flowered Carex.||Loose-flowered Carex| : : : :||1832|UK, Scotland, Clova Mountains (on the summit of)|preservation ||||||1
214542|NEWHM : 07361|Natural Sciences|Botany|Land Plants|1|plant|Rock-Rose.|Plant called Rock-Rose.||Rock-Rose| : : : :|Arnott||Europe, France, Montpellier|preservation ||||||1
214543|NEWHM : 07362|Natural Sciences|Botany|Land Plants|1|plant|Rock-Rose.|Plant called Rock-Rose.||Rock-Rose| : : : :|Arnott||Europe, France, Montpellier|preservation ||||||1
215824|NEWHM : 08643|Natural Sciences|Botany|Land Plants|2|plant|Cleomella.|Plant called Cleomella.||Cleomella| : : : :|Drummond||North America, USA, Texas|preservation ||||||1
530536|NEWHM : 2016.H3.87|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 87 of 91, Box Y, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||29|18|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530537|NEWHM : 2016.H3.88|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 88 of 91, Box Y, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||40|34|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530538|NEWHM : 2016.H3.89|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 89 of 91, Box Y, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||37|12|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530539|NEWHM : 2016.H3.90|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 90 of 91, Box Y, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||10|12|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530540|NEWHM : 2016.H3.91|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 91 of 91, Box L, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||51|55|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530507|NEWHM : 2016.H3.62|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Scleroderma vulgare"" and ""Bomeranzenborift?"". Number 62 of 91, Box R, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||42|52|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530508|NEWHM : 2016.H3.63|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 63 of 91, Box R, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||57|47|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530509|NEWHM : 2016.H3.64|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Boletus confluens"" and ""Gemmelpilz"". Number 64 of 91, Box R, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||31|64|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530512|NEWHM : 2016.H3.65|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus prunulus"" and ""Mehlfchnamm"". Number 65 of 91, Box S, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||58|74|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530513|NEWHM : 2016.H3.66|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Ag. scrobiculates"" and ""Grdfchieber"". Number 66 of 91, Box S, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||84|95|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530515|NEWHM : 2016.H3.67|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus porcerus"" and ""Barafchnamm"". Broken/damaged. Number 67 of 91, Box T, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||100|66|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530516|NEWHM : 2016.H3.68|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus camnester"" and ""Barafchnamm"". Broken/damaged. Number 68 of 91, Box T, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||62|51|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530517|NEWHM : 2016.H3.69|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Rol. hepaticus"" and ""Leberpilz"". Broken/damaged. Number 69 of 91, Box T, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :||||||84|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530448|NEWHM : 2016.H3.5|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Ag. ceraceus"" and ""Machsfchnammchen?"". Number 5 of 91, Box A, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||66|31|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530449|NEWHM : 2016.H3.6|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 6 of 91, Box A, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||25|14|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530450|NEWHM : 2016.H3.7|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 7 of 91, Box A, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||52|40|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530451|NEWHM : 2016.H3.8|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus piperatus"". Number 8 of 91, Box B, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||64|78|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530452|NEWHM : 2016.H3.9|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Ag. vellereus"". Number 9 of 91, Box B, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||56|71|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530453|NEWHM : 2016.H3.10|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Pallus impudicus"" and ""Gichtmorchel"". Number 10 of 91, Box C, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||99|35|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530454|NEWHM : 2016.H3.11|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus rubescens"" and ""Berlfchnamin?"". Number 11 of 91, Box C, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||86|56|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530455|NEWHM : 2016.H3.12|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaric torminosus"" and ""Birfenreizfer"". Number 12 of 91, Box D, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||55|45|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530457|NEWHM : 2016.H3.13|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus lateritius"" and ""Gchwefelfopi?"". Number 13 of 91, Box D, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||73|44|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530458|NEWHM : 2016.H3.14|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Cap is broken from stalk. Number 14 of 91, Box D, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||59|44|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530459|NEWHM : 2016.H3.15|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Edges of cap chipped. Number 15 of 91, Box D, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||55|38|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530460|NEWHM : 2016.H3.16|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Polyporus pes caprae"" and ""Ziegenfutz?"". Number 16 of 91, Box E, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||66|99|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530461|NEWHM : 2016.H3.17|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Bol. intens"" and ""Ringpilz"". Number 17 of 91, Box E, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||74|61|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530462|NEWHM : 2016.H3.18|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaric pantherinus"" and ""Bantherfchnamm"". Number 18 of 91, Box F, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||83|62|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530463|NEWHM : 2016.H3.19|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Ag. rimosus"" and ""Riffiger Blatterfchnamm"". Number 19 of 91, Box F, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||105|60|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530464|NEWHM : 2016.H3.20|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Bol. subtomentosus"" and ""Blegenlippe"". Number 20 of 91, Box G, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||92|65|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530465|NEWHM : 2016.H3.21|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Boletus pachypus"" and ""Didfus?"". Number 21 of 91, Box G, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||93|81|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530466|NEWHM : 2016.H3.22|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaric volemus"""". Number 22 of 91, Box H, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||65|71|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530467|NEWHM : 2016.H3.23|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Bol. bovinus"" and ""Ruhpilz"". Number 23 of 91, Box H, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||75|72|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530468|NEWHM : 2016.H3.24|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus conicus"" and ""Regelfchm?"". Number 24 of 91, Box I, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||88|44|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530300|NEWHM : 2016.H3|Natural Sciences|Botany|Fungi|91|fungi|model fungi|A collection of 91 plaster models of fungi. Most are in good condition although they are dirty. Eight of the fungi models are damaged.||Fungus, Mushroom, Toadstool|Fungi : : : :|||||||||"Label attached to lid of original box containing plaster fungi models. The label reads ""Species not on the British List""."|1
530373|NEWHM : 2016.H6|Natural Sciences|Botany|Land Plants|1|seed, fruit|Seedpod|A large seedpod consisting of seven seeds in a hard wood-like pod. At one end is the short stem that attached the pod to the parent plant. This appears to have been cut in half lengthways. A historic paper label is attached to the fourth seed from the top of the pod, and the entire specimen is sealed into a polythene bag.||Sea Bean, Mackie Bean, Cacoon Vine|Entada sp. : Fabaceae : Fabales : Eudicotidae : Angiospermae|Sayers, Captain Neville R.|1889||dried|||cm|||2
530480|NEWHM : 2016.H3.35|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Ag. pratensis"" and ""Biefenfchnamm"". Number 35 of 91, Box L, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||70|49|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530481|NEWHM : 2016.H3.36|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus pomonae"" and ""Maifchnamm"". Number 36 of 91, Box L, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||59|45|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530482|NEWHM : 2016.H3.37|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 37 of 91, Box L, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||70|49|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530483|NEWHM : 2016.H3.38|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Russula sanguiuea"" and ""Blutrother Laubling"". Number 38 of 91, Box M, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||52|59|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530484|NEWHM : 2016.H3.39|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 39 of 91, Box M, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||37|49|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530485|NEWHM : 2016.H3.40|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 40 of 91, Box M, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||51|42|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530486|NEWHM : 2016.H3.41|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 41 of 91, Box M, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||46|41|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530487|NEWHM : 2016.H3.42|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 42 of 91, Box M, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||35|39|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530488|NEWHM : 2016.H3.43|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus melleus"" and ""Hallifch"". Broken/damaged. Number 43 of 91, Box N, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||100|66|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530498|NEWHM : 2016.H3.53|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi unlabelled"". Number 53 of 91, Box Q, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||32|52|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530499|NEWHM : 2016.H3.54|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 54 of 91, Box Q, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||57|48|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
