irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ColPhysicalDescription|NarNarrative|GeoAge|GeoZone|GeoRock|ComName_tab|SciName|IdeDateIdentified|ColSum|ColCollectionDates|LocalSum|LocalPrecise|DimHeight|DimLength|DimWidth|DimDepth|DimDiameter|InsType|MulDescription|NumMulFiles
4417|NEWHM : G1.57|Natural Sciences|Palaeobiology|Palaeobotany|11|fossil plant||Stem with numerous narrow joints.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||2
4418|NEWHM : G1.58|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant|A Fossil Aquatic Root|Root sending off numerous rootlets.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||2
4419|NEWHM : G1.59|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Root and rootlets.|||||Plantae Pteridophyta Equisetales|Plantae & Pteridophyta & Equisetales : : : :||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||1
4420|NEWHM : G1.60|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Foliage.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4421|NEWHM : G1.61|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Several stems cross each other on the slab. The leaves are almost entirely absent.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4422|NEWHM : G1.62|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Cone-shaped fructification.|||||Plantae Pteridophyta Equisetales|Plantae & Pteridophyta & Equisetales : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4423|NEWHM : G1.63|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by W. Hutton|||||Plantae Pteridophyta Filicales (?)|Plantae & Pteridophyta & Filicales (?) : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4424|NEWHM : G1.64|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by N.H.S.. Collected from Fawdon, Tyne and Wear|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||N.H.S.||UK, England, Tyne and Wear, Fawdon|||||||||1
4425|NEWHM : G1.65|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by Abbs & N.H.S.. Collected from Fawdon, Tyne and Wear|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Abbs & N.H.S.||UK, England, Tyne and Wear, Fawdon|||||||||1
4426|NEWHM : G1.66|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Imperfect frond on slab of freshwater limestone., Imperfect frond on slab of freshwater limestone.||||||||Hutton, W.||UK, Scotland, Edinburgh (nr.), Burdiehouse|||||||||1
4427|NEWHM : G1.67|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Wedge-shaped leaves showing radiating nerves., Leaves wedge-shaped with fine radiating nervation.||||||||Hutton, W.||UK, Scotland, Edinburgh (nr.), Burdiehouse|||||||||1
4428|NEWHM : G1.68|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Terminal portion of a frond in a fine state of preservation., Terminal portion of a frond in a fine state of preservation.|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear, Fawdon|||||||||1
4429|NEWHM : G1.69|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Frond with very straight flattened stem.|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear, Gosforth?|||||||||3
4430|NEWHM : G1.70|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Impression of portion of small frond., Impression of portion of small frond.|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4431|NEWHM : G1.71|Natural Sciences|Palaeobiology|Palaeobotany||fossil plant||Fragments of three or four pinnae.||||||||Hutton, W.||UK, Scotland, Edinburgh, Granton|||||||||1
4432|NEWHM : G1.72|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Part of a large frond with numerous pinnae., Part of a large regularly grown frond with numerous pinnae.||||||||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||1
4433|NEWHM : G1.73|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fine terminal part of frond with seven pinnae., Fine terminal part of frond.||||||||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4434|NEWHM : G1.74|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Very fine specimen: much branched with leaves very divided and narrow with distinct mid-rib.|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4435|NEWHM : G1.75|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Portion of frond with several branches bearing distantly placed pinnules., Portion of frond with several branches of very distantly placed leaves or pinnules.||||||||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||2
4436|NEWHM : G1.76|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Portion of fossil with remains of about ten pinnae., Portion of a fossil with remains of about ten pinnae.||||||||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4437|NEWHM : G1.77|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Portion of frond with about six well-preserved pinnae., Portion of a frond with about six well-preserved pinnae.||||||||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4438|NEWHM : G1.78|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Foliage.||||||||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4439|NEWHM : G1.79|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Terminal portion of a large pinna.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||1
4440|NEWHM : G1.80|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Very fine terminal portion of a large pinna.|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||12.5|8|1.8||||1
4441|NEWHM : G1.81|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Four pinnae arranged irregularly.|||||Plantae Pteridophyta Phylum Filicales|Plantae & Pteridophyta Phylum & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||1
4442|NEWHM : G1.82|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Stem and leaflets.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||2
4443|NEWHM : G1.83|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Impression of upper surface of imperfect pinna.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||2
4444|NEWHM : G1.84|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Primary pinna with ten or more unexpanded secondary pinnae.|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4445|NEWHM : G1.85|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Impression of a leaf or large pinnule.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4446|NEWHM : G1.86|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Portion of stem and two leaves attached to it, one on each side.|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4447|NEWHM : G1.87|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Rachial pinna of primary leaf.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Felling|Felling Colliery||||||||1
4448|NEWHM : G1.88|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Large rachial pinna.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4449|NEWHM : G1.89|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Imperfect impression of large kidney-shaped leaf.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4450|NEWHM : G1.90|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Curved frond with leaves and pinnae.|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4451|NEWHM : G1.91|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Good specimen.|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||||UK, England, Tyne and Wear (NE England), Killingworth|||||||||1
4452|NEWHM : G1.92|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Terminal portion of a pinna with simple well-preserved leaves.||||||||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4453|NEWHM : G1.93|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Portion of large pinna bearing well preserved leaves., Portion of a large pinna, not quite perfect at the ends.||||| 'Pecopteris lonchitica (brongniart)| : : : :,  : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4454|NEWHM : G1.94|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Remains of four pinnae.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Somerset, Somerset Coalfield|||||||||1
4455|NEWHM : G1.95|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by W. Hutton. Collected from Jarrow, Tyne and Wear (NE England)|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4456|NEWHM : G1.96|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected from Jarrow, Tyne and Wear (NE England)|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4457|NEWHM : G1.97|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by N.H.S.. Collected from Jarrow, Tyne and Wear (NE England)|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||N.H.S.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4459|NEWHM : G1.99|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by W. Hutton. Collected from Felling Colliery, Tyne and Wear|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||1
4460|NEWHM : G02.00|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by W. Hutton. Collected from Jarrow, Tyne and Wear (NE England)|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4461|NEWHM : G02.01|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Small pinna, the pinnules with notched or lobed margins., Small pinna, the pinnules with notched or lobed margins.|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4462|NEWHM : G02.02|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by W. Hutton. Collected from Jarrow, Tyne and Wear (NE England)|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4463|NEWHM : G02.03|Natural Sciences|Palaeobiology|Palaeobotany||fossil plant||Fragments of two or three compressed pinnae.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4464|NEWHM : G02.04|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by W. Hutton. Collected from Jarrow, Tyne and Wear (NE England)|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4465|NEWHM : G02.05|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Frond with many small blunt leaflets., Small frond or pinna, very indistinctly preserved.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||2
4466|NEWHM : G02.06|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Portion of frond showing numerous pinnae.||||||||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery|||||||<SUMMARY-DESCRIPT>: Close up of specimen.|1
4467|NEWHM : G02.07|Natural Sciences|Palaeobiology|Palaeobotany||fossil plant||Fragments of two pinnae.||||||||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4468|NEWHM : G02.08|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Small frond with numerous pinnae.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4469|NEWHM : G02.09|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by W. Hutton. Collected from Jarrow, Tyne and Wear (NE England) ?|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||Tyne and Wear (NE England) ?, Jarrow|Jarrow Colliery||||||||1
4470|NEWHM : G02.10|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Large rachis on same slab.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Cumbria, Whitehaven Coalfield|||||||||2
4471|NEWHM : G02.11|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||?fern in vernation.|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4472|NEWHM : G02.12|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Portion of frond with numerous pinnae. A large pinnule of Neuropteris scheuchzeri Hoffmann exists on the same slab.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Newcastle Coalfield|||||||||1
4473|NEWHM : G02.13|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Frond bearing numerous leaflets.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Somerset Coalfield|||||||||1
4474|NEWHM : G02.14|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by Duff. Collected from Etherley, Co. Durham|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Duff||UK, England, Co. Durham, Etherley|||||||||1
4475|NEWHM : G02.15|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by W. Hutton. Collected from Felling Colliery, Tyne and Wear|||||Plantae Pteridophyta Filicales|Plantae & Pteridophyta & Filicales : : : :||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||2
4476|NEWHM : G02.16|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Three rows of casts of leaf-scars with leaves attached of Lepidodendron Sternbergii.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4477|NEWHM : G02.17|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Large stem with several branches still attached.|||||Plantae|Plantae : : : :||N.H.S.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||2
4478|NEWHM : G02.18|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Portions of strobili, four of which are figured.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4479|NEWHM : G02.19|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||One large branch with three smaller branches.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||1
4480|NEWHM : G02.20|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Branch and branchlets.|||||Plantae|Plantae : : : :||N.H.S.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||2
4481|NEWHM : G02.21|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Elongated, well developed cone.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4482|NEWHM : G02.22|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Counterpart of flattened stem bearing circular scars., Counterpart.||||||||Hutton, W.||UK, England, Tyne and Wear, South Shields|||||||||1
4483|NEWHM : G02.23|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Small portion of a branch with leaves.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, South Shields|||||||||1
4484|NEWHM : G02.24|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Imperfect cone.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Newcastle Coalfield|||||||||1
4485|NEWHM : G02.25|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Two leaves.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4486|NEWHM : G02.26|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Impression of branch with numerous scars.|||||Plantae|Plantae : : : :||N.H.S.||UK, England, Yorkshire, Low Moor|||||||||1
4487|NEWHM : G02.27|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Broad portion of stem with numerous cylindrical processes arising from the bark.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||1
4488|NEWHM : G02.28|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Small portion of branch with a dense tuft of narrow elongated leaves.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||2
4489|NEWHM : G02.29|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected from Felling Colliery, Tyne and Wear|||||Plantae Pteridophyta Lycopodiales|Plantae & Pteridophyta & Lycopodiales : : : :||||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||1
4490|NEWHM : G02.30|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Part & counterpart showing interior impression of leaves.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4491|NEWHM : G02.31|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||The specimen consists of a slab of shale with ribbed impressions & scars.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear|Killingworth Colliery||||||||1
4492|NEWHM : G02.32|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Slab of shale bearing four broad ribs on each side.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Newcastle Coalfield|||||||||1
4493|NEWHM : G02.33|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||A row of five double scars or oval appertures.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear|Cramlington Colliery||||||||1
4494|NEWHM : G02.34|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Two rows of twelve ovate appertures on two very broad ribs.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4495|NEWHM : G02.35|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Impression of a very small portion of the outer cortex of a single rib of a stem.|||||Plantae Pteridophyta Lycopodiales|Plantae & Pteridophyta & Lycopodiales : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4496|NEWHM : G02.36|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Remains of eight narrow ribs.|||||Plantae Pteridophyta Lycopodiales|Plantae & Pteridophyta & Lycopodiales : : : :||Hutton, W.||UK, England, Tyne and Wear, Fawdon (?)|||||||||1
4497|NEWHM : G02.37|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Single rib of Sigillaria.|||||Plantae|Plantae : : : :||De Cardonnel Lawson||UK, England, Tyne and Wear, Cramlington (sandstone quarry)|||||||||1
4498|NEWHM : G02.38|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Nine ribs bearing leaf-scars in the outer cortex.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear|Killingworth Colliery||||||||1
4499|NEWHM : G02.39|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Portion of bark bearing impressions of numerous broad ribs.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||3
4500|NEWHM : G02.40|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Impression of five ribs with ovate scars.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear|Killingworth Colliery||||||||2
4501|NEWHM : G02.41|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Portion of an internal cylindrical pith.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Northumberland and Durham Coalfield|||||||||1
4502|NEWHM : G02.42|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Cast of portion of a compressed root with raised tubercles., Cast of portion of the compressed root covered with raised tubercles.||||||||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4503|NEWHM : G02.43|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Cylindrical stem bissected longitudinally with a woody core existing in the central cavity., Part and counterpart.||||||||Hutton, W.||UK, England, Co. Durham, Weardale|||||||||1
4504|NEWHM : G02.44|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fragment of the stem.||||||||Hutton, W.||UK, Scotland, Fifeshire, Dysart|||||||||1
4505|NEWHM : G02.45|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by W. Hutton. Collected from Felling Colliery, Tyne and Wear|||||Plantae Pteridophyta Lycopodiales|Plantae & Pteridophyta & Lycopodiales : : : :||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||1
4507|NEWHM : G02.47|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Plant|||||Plantae Pteridophyta Lycopodiales|Plantae & Pteridophyta & Lycopodiales : : : :||Hutton, W.||UK, England, Yorkshire, Low Moor|||||||||1
4508|NEWHM : G02.48|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Compressed stem.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4509|NEWHM : G02.49|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fern stem??.|||||Plantae Spermatophyta Gymnospermae Cordiatales|Plantae & Spermatophyta & Gymnospermae & Cordiatales : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4510|NEWHM : G02.50|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fern stem??.|||||Plantae Spermatophyta Gymnospermae Cordiatales|Plantae & Spermatophyta & Gymnospermae & Cordiatales : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4511|NEWHM : G02.51|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Cast of pith.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Newcastle Coalfield|||||||||1
4512|NEWHM : G02.52|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Compressed specimen of pith.||||||||Hutton, W.||UK, England, Tyne and Wear, Newcastle Coalfield|||||||||1
4513|NEWHM : G02.53|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Cylindrical basal part of pith terminating in a point.||||||||Hutton, W.||UK, England, Tyne and Wear, Newcastle Coalfield|||||||||1
4514|NEWHM : G02.54|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Cast of pith cylinder.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Newcastle Coalfield|||||||||1
4515|NEWHM : G02.55|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Plant|||||Plantae Spermatophyta Gymnospermae|Plantae & Spermatophyta & Gymnospermae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4516|NEWHM : G02.56|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by W. Hutton. Collected from Jarrow, Tyne and Wear (NE England)|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4517|NEWHM : G02.57|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Pericarp of elliptical fruit.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4518|NEWHM : G02.58|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by W. Hutton. Collected from Hayburn Wyke, Yorkshire   Holotype|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Yorkshire, Hayburn Wyke|||||||||1
4519|NEWHM : G02.59|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Two separate ferns one of which is twining round the stem of the other.||||||||N.H.S.||UK, England, Cumbria, Whitehaven Coalfield|||||||||1
4520|NEWHM : G02.60|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Obovate areolae with rounded apex & tapering base.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear (NE England), Jarrow|Jarrow Colliery||||||||1
4521|NEWHM : G3.11|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by Duff|||||Spermatophyta Gymnospermae (?)|Spermatophyta & Gymnospermae (?) : : : : Spermatophyta||Duff|1868|UK, England, Co. Durham (NE England), Midderidge|||||||||1
